Country,Year,Value
Korea,2019,1452.8
Korea,2020,1311.5
Korea,2021,1213.4
Korea,2010,17.5
Korea,2011,17.9
Korea,2012,16.9
Korea,2013,17.2
Korea,2014,19.2
Korea,2015,18.2
Korea,2016,18.5
Korea,2017,19.4
Korea,2018,21.5
Korea,2019,20.6
Korea,2020,18
Korea,2021,17.5
Korea,2010,24.1
Korea,2011,23.2
Korea,2012,22.3
Korea,2013,21.7
Korea,2014,23.2
Korea,2015,24
Korea,2016,24.9
Korea,2017,25.1
Korea,2018,27.6
Korea,2019,28.1
Korea,2020,25.3
Korea,2021,23.4
Korea,2010,4.9
Korea,2011,4.5
Korea,2012,4.4
Korea,2013,4.2
Korea,2014,4.3
Korea,2015,4.3
Korea,2016,4.3
Korea,2017,4.2
Korea,2018,4.2
Korea,2019,4
Korea,2020,3.4
Korea,2021,3
Luxembourg,2010,15.3
Luxembourg,2011,15
Luxembourg,2012,15.1
Luxembourg,2013,15.6
Luxembourg,2014,14.8
Luxembourg,2015,14.5
Luxembourg,2016,14.1
Luxembourg,2017,13.2
Luxembourg,2018,13.8
Luxembourg,2019,13.6
Luxembourg,2020,13.8
Luxembourg,2021,17.6
Luxembourg,2022,19.3
Luxembourg,2010,20.3
Luxembourg,2011,20.8
Luxembourg,2012,19.4
Luxembourg,2013,20.8
Luxembourg,2014,19.6
Luxembourg,2015,16.1
Luxembourg,2016,15.6
Luxembourg,2017,14.9
Luxembourg,2018,16.2
Luxembourg,2019,15.3
Luxembourg,2020,15.7
Luxembourg,2021,20.8
Luxembourg,2022,20.3
Luxembourg,2010,16.5
Luxembourg,2011,16.5
Luxembourg,2012,16.7
Luxembourg,2013,17.5
Luxembourg,2014,16.7
Luxembourg,2015,16.5
Luxembourg,2016,16.5
Luxembourg,2017,15.5
Luxembourg,2018,16.2
Luxembourg,2019,16.2
Luxembourg,2020,16.1
Luxembourg,2021,20.5
Luxembourg,2022,23.2
Luxembourg,2010,42.9
Luxembourg,2011,43.2
Luxembourg,2012,39.4
Luxembourg,2013,41.4
Luxembourg,2014,38.4
Luxembourg,2015,31.1
Luxembourg,2016,29.6
Luxembourg,2017,27.7
Luxembourg,2018,29.7
Luxembourg,2019,27.4
Luxembourg,2020,27.7
Luxembourg,2021,36.2
Luxembourg,2022,34.6
Luxembourg,2010,34.9
Luxembourg,2011,34.3
Luxembourg,2012,33.9
Luxembourg,2013,34.8
Luxembourg,2014,32.7
Luxembourg,2015,31.8
Luxembourg,2016,31.4
Luxembourg,2017,28.9
Luxembourg,2018,29.7
Luxembourg,2019,29.1
Luxembourg,2020,28.4
Luxembourg,2021,35.6
Luxembourg,2022,39.5
Luxembourg,2010,8.1
Luxembourg,2011,7.9
Luxembourg,2012,7.7
Luxembourg,2013,8
Luxembourg,2014,7.7
Luxembourg,2015,7.5
Luxembourg,2016,7.2
Luxembourg,2017,6.8
Luxembourg,2018,6.9
Luxembourg,2019,6.7
Luxembourg,2020,6.6
Luxembourg,2021,7.3
Luxembourg,2022,7.5
Mexico,2010,8936
Mexico,2011,7354
Mexico,2012,7999
Mexico,2013,7254
Mexico,2014,6950
Mexico,2015,5656
Mexico,2016,6149
Mexico,2017,5570
Mexico,2018,5722
Mexico,2019,5741.2
Mexico,2020,5030.9
Mexico,2021,3975.3
Mexico,2022,5965
Mexico,2010,707.2
Mexico,2011,592
Mexico,2012,607.4
Mexico,2013,568
Mexico,2014,522.9
Mexico,2015,356.9
Mexico,2016,329.5
Mexico,2017,294.3
Mexico,2018,297.3
Mexico,2019,298
Mexico,2020,234.2
Mexico,2021,196.1
Mexico,2022,296.4
Mexico,2010,1163.6
Mexico,2011,958.4
Mexico,2012,1017.9
Mexico,2013,920
Mexico,2014,863.9
Mexico,2015,679.2
Mexico,2016,728
Mexico,2017,624.9
Mexico,2018,616.8
Mexico,2019,594.1
Mexico,2020,501.1
Mexico,2021,382.2
Mexico,2022,564
Mexico,2010,6.2
Mexico,2011,5.1
Mexico,2012,5.2
Mexico,2013,4.8
Mexico,2014,4.4
Mexico,2015,2.9
Mexico,2016,2.7
Mexico,2017,2.4
Mexico,2018,2.4
Mexico,2019,2.4
Mexico,2020,1.8
Mexico,2021,1.5
Mexico,2022,2.3
Mexico,2010,10.2
Mexico,2011,8.3
Mexico,2012,8.7
Mexico,2013,7.8
Mexico,2014,7.2
Mexico,2015,5.6
Mexico,2016,5.9
Mexico,2017,5
Mexico,2018,4.9
Mexico,2019,4.7
Mexico,2020,3.9
Mexico,2021,3
Mexico,2022,4.3
Mexico,2013,5.1
Mexico,2018,2.5
Netherlands,2010,566.5
Netherlands,2011,586.7
Netherlands,2012,559.6
Netherlands,2013,540.6
Netherlands,2014,516.5
Netherlands,2010,751
Netherlands,2011,816.7
Netherlands,2012,719
Netherlands,2013,718
Netherlands,2014,686.1
Netherlands,2010,663.2
Netherlands,2011,701.8
Netherlands,2012,678.8
Netherlands,2013,677.3
Netherlands,2014,638.6
Netherlands,2010,45.2
Netherlands,2011,48.9
Netherlands,2012,42.9
Netherlands,2013,42.7
Netherlands,2014,40.7
Netherlands,2010,39.9
Netherlands,2011,42
Netherlands,2012,40.5
Netherlands,2013,40.3
Netherlands,2014,37.9
Netherlands,2010,10.9
Netherlands,2011,11.3
Netherlands,2012,12.1
Netherlands,2013,12.6
Netherlands,2014,11.9
New Zealand,2010,75.5
New Zealand,2011,83.2
New Zealand,2012,88.7
New Zealand,2013,90
New Zealand,2014,92.1
New Zealand,2015,100.6
New Zealand,2016,103.2
New Zealand,2017,97.6
New Zealand,2018,107.6
New Zealand,2019,111.6
New Zealand,2020,122.4
New Zealand,2021,133.7
New Zealand,2022,157.9
New Zealand,2010,54.4
New Zealand,2011,65.7
New Zealand,2012,71.9
New Zealand,2013,73.8
New Zealand,2014,76.4
New Zealand,2015,70.2
New Zealand,2016,71.9
New Zealand,2017,69.3
New Zealand,2018,74.5
New Zealand,2019,73.5
New Zealand,2020,79.4
New Zealand,2021,94.6
New Zealand,2022,100.1
New Zealand,2010,50.4
New Zealand,2011,56
New Zealand,2012,59.3
New Zealand,2013,62.3
New Zealand,2014,63.9
New Zealand,2015,68.1
New Zealand,2016,71.6
New Zealand,2017,68.2
New Zealand,2018,73.2
New Zealand,2019,78.8
New Zealand,2020,86.6
New Zealand,2021,91.6
New Zealand,2022,109.5
New Zealand,2010,12.5
New Zealand,2011,15
New Zealand,2012,16.3
New Zealand,2013,16.6
New Zealand,2014,16.9
New Zealand,2015,15.2
New Zealand,2016,15.2
New Zealand,2017,14.4
New Zealand,2018,15.2
New Zealand,2019,14.8
New Zealand,2020,15.6
New Zealand,2021,18.5
New Zealand,2022,19.5
New Zealand,2010,11.6
New Zealand,2011,12.8
New Zealand,2012,13.5
New Zealand,2013,14
New Zealand,2014,14.2
New Zealand,2015,14.8
New Zealand,2016,15.2
New Zealand,2017,14.2
New Zealand,2018,14.9
New Zealand,2019,15.8
New Zealand,2020,17
New Zealand,2021,17.9
New Zealand,2022,21.4
New Zealand,2010,10.1
New Zealand,2011,10.2
New Zealand,2012,9.6
New Zealand,2013,9.8
New Zealand,2014,9.6
New Zealand,2015,10.2
New Zealand,2016,9.6
New Zealand,2017,7.7
New Zealand,2018,8.1
New Zealand,2019,7.5
New Zealand,2020,7.4
New Zealand,2021,7.5
New Zealand,2022,8.3
Norway,2010,1917
Norway,2011,1902
Norway,2012,1928
Norway,2013,1859
Norway,2014,2001
Norway,2015,2093
Norway,2016,2273
Norway,2017,2421
Norway,2018,2484
Norway,2019,2653
Norway,2020,2716
Norway,2021,2924
Norway,2022,3355
Norway,2010,317.2
Norway,2011,339.4
Norway,2012,331.4
Norway,2013,316.4
Norway,2014,317.5
Norway,2015,259.5
Norway,2016,270.6
Norway,2017,292.7
Norway,2018,305.4
Norway,2019,301.5
Norway,2020,288.5
Norway,2021,340.4
Norway,2022,349
Norway,2010,209.5
Norway,2011,209.4
Norway,2012,213.3
Norway,2013,205.9
Norway,2014,215.7
Norway,2015,210.7
Norway,2016,226.4
Norway,2017,248.3
Norway,2018,259.2
Norway,2019,275.8
Norway,2020,274.9
Norway,2021,307.4
Norway,2022,312.4
Norway,2010,64.9
Norway,2011,68.5
Norway,2012,66
Norway,2013,62.3
Norway,2014,61.8
Norway,2015,50
Norway,2016,51.7
Norway,2017,55.5
Norway,2018,57.5
Norway,2019,56.4
Norway,2020,53.6
Norway,2021,62.9
Norway,2022,64.3
Norway,2010,42.8
Norway,2011,42.3
Norway,2012,42.5
Norway,2013,40.5
Norway,2014,42
Norway,2015,40.6
Norway,2016,43.2
Norway,2017,47.1
Norway,2018,48.8
Norway,2019,51.6
Norway,2020,51.1
Norway,2021,56.8
Norway,2022,57.6
Norway,2010,10.7
Norway,2011,10.5
Norway,2012,10.3
Norway,2013,9.6
Norway,2014,9.5
Norway,2015,9.2
Norway,2016,9.2
Norway,2017,9.1
Norway,2018,9
Norway,2019,9.3
Norway,2020,9.1
Norway,2021,8.7
Norway,2022,9.3
Portugal,2010,214.6
Portugal,2011,213.4
Portugal,2012,214.8
Portugal,2013,201.9
Portugal,2014,192.3
Portugal,2015,214.3
Portugal,2016,222.8
Portugal,2017,222.4
Portugal,2018,232.1
Portugal,2019,244.8
Portugal,2020,232.8
Portugal,2021,223.6
Portugal,2022,272.3
Portugal,2010,284.6
Portugal,2011,297
Portugal,2012,275.9
Portugal,2013,268.2
Portugal,2014,255.4
Portugal,2015,237.8
Portugal,2016,246.6
Portugal,2017,251.2
Portugal,2018,274.1
Portugal,2019,274.1
Portugal,2020,265.9
Portugal,2021,264.5
Portugal,2022,286.7
Portugal,2010,344.5
Portugal,2011,342.5
Portugal,2012,354.8
Portugal,2013,346
Portugal,2014,332.1
Portugal,2015,366.4
Portugal,2016,389.8
Portugal,2017,386.3
Portugal,2018,406.3
Portugal,2019,438.2
Portugal,2020,417.9
Portugal,2021,394
Portugal,2022,495.1
Portugal,2010,26.9
Portugal,2011,28.1
Portugal,2012,26.2
Portugal,2013,25.6
Portugal,2014,24.6
Portugal,2015,23
Portugal,2016,23.9
Portugal,2017,24.4
Portugal,2018,26.7
Portugal,2019,26.6
Portugal,2020,25.8
Portugal,2021,25.5
Portugal,2022,27.7
Portugal,2010,32.6
Portugal,2011,32.4
Portugal,2012,33.7
Portugal,2013,33.1
Portugal,2014,31.9
Portugal,2015,35.4
Portugal,2016,37.8
Portugal,2017,37.5
Portugal,2018,39.5
Portugal,2019,42.6
Portugal,2020,40.6
Portugal,2021,38
Portugal,2022,47.8
Portugal,2010,6.6
Portugal,2011,7.3
Portugal,2012,8.2
Portugal,2013,8.4
Portugal,2014,8
Portugal,2015,8.6
Portugal,2016,8.8
Portugal,2017,8.7
Portugal,2018,8.8
Portugal,2019,8.8
Portugal,2020,8.3
Portugal,2021,7.7
Portugal,2022,8.5
Slovak Republic,2010,83.3
Slovak Republic,2011,86.7
Slovak Republic,2012,76.2
Slovak Republic,2013,87.5
Slovak Republic,2014,91.4
Slovak Republic,2015,97.5
Slovak Republic,2016,119.3
Slovak Republic,2017,120.2
Slovak Republic,2018,118.8
Slovak Republic,2019,122.3
Slovak Republic,2020,112.7
Slovak Republic,2021,133.8
Slovak Republic,2010,110.5
Slovak Republic,2011,120.7
Slovak Republic,2012,97.9
Slovak Republic,2013,116.2
Slovak Republic,2014,121.5
Slovak Republic,2015,108.2
Slovak Republic,2016,132
Slovak Republic,2017,135.8
Slovak Republic,2018,140.3
Slovak Republic,2019,136.9
Slovak Republic,2020,128.7
Slovak Republic,2021,158.3
Slovak Republic,2010,166
Slovak Republic,2011,171.2
Slovak Republic,2012,151
Slovak Republic,2013,178.1
Slovak Republic,2014,188.4
Slovak Republic,2015,198.4
Slovak Republic,2016,237
Slovak Republic,2017,232.8
Slovak Republic,2018,225.9
Slovak Republic,2019,236.3
Slovak Republic,2020,216.7
Slovak Republic,2021,250.9
Slovak Republic,2010,20.5
Slovak Republic,2011,22.4
Slovak Republic,2012,18.1
Slovak Republic,2013,21.5
Slovak Republic,2014,22.4
Slovak Republic,2015,20
Slovak Republic,2016,24.3
Slovak Republic,2017,25
Slovak Republic,2018,25.8
Slovak Republic,2019,25.1
Slovak Republic,2020,23.6
Slovak Republic,2021,29.1
Slovak Republic,2010,30.8
Slovak Republic,2011,31.7
Slovak Republic,2012,27.9
Slovak Republic,2013,32.9
Slovak Republic,2014,34.8
Slovak Republic,2015,36.6
Slovak Republic,2016,43.6
Slovak Republic,2017,42.8
Slovak Republic,2018,41.5
Slovak Republic,2019,43.3
Slovak Republic,2020,39.7
Slovak Republic,2021,46.1
Slovak Republic,2010,7.5
Slovak Republic,2011,7.7
Slovak Republic,2012,6.9
Slovak Republic,2013,7.1
Slovak Republic,2014,6.9
Slovak Republic,2015,7
Slovak Republic,2016,7.6
Slovak Republic,2017,7.7
Slovak Republic,2018,7.3
Slovak Republic,2019,7.1
Slovak Republic,2020,6.8
Slovak Republic,2021,7.5
Spain,2010,1304.6
Spain,2011,1311.5
Spain,2012,1201.6
Spain,2013,1092.6
Spain,2014,1150.2
Spain,2015,1182.8
Spain,2016,1161.6
Spain,2017,1134.8
Spain,2018,1340.1
Spain,2019,1384.8
Spain,2020,1454.3
Spain,2021,1470.2
Spain,2022,1655.1
Spain,2010,1729.5
Spain,2011,1825.5
Spain,2012,1543.8
Spain,2013,1451.1
Spain,2014,1528
Spain,2015,1312.3
Spain,2016,1285.8
Spain,2017,1281.9
Spain,2018,1582.6
Spain,2019,1550.3
Spain,2020,1661.1
Spain,2021,1738.8
Spain,2022,1742.9
Spain,2010,1794.5
Spain,2011,1836.5
Spain,2012,1729
Spain,2013,1619.2
Spain,2014,1736.5
Spain,2015,1779.3
Spain,2016,1807.6
Spain,2017,1798.8
Spain,2018,2121
Spain,2019,2259.2
Spain,2020,2340.5
Spain,2021,2348.7
Spain,2022,2776
Spain,2010,37.1
Spain,2011,39.1
Spain,2012,33
Spain,2013,31.1
Spain,2014,32.9
Spain,2015,28.3
Spain,2016,27.7
Spain,2017,27.5
Spain,2018,33.8
Spain,2019,32.9
Spain,2020,35.1
Spain,2021,36.7
Spain,2022,36.7
Spain,2010,38.5
Spain,2011,39.3
Spain,2012,37
Spain,2013,34.7
Spain,2014,37.4
Spain,2015,38.3
Spain,2016,38.9
Spain,2017,38.6
Spain,2018,45.3
Spain,2019,47.9
Spain,2020,49.4
Spain,2021,49.5
Spain,2022,58.5
Spain,2010,9.9
Spain,2011,10.6
Spain,2012,10.9
Spain,2013,10.2
Spain,2014,10.2
Spain,2015,10.4
Spain,2016,9.8
Spain,2017,9.4
Spain,2018,7.1
Spain,2019,6.9
Spain,2020,7
Spain,2021,6.7
Spain,2022,7.2
Sweden,2010,3323.9
Sweden,2011,3447.6
Sweden,2012,3572.8
Sweden,2013,3551.1
Sweden,2014,3534.1
Sweden,2015,3332.4
Sweden,2016,3456.4
Sweden,2017,3523.8
Sweden,2018,3803.4
Sweden,2019,4222.6
Sweden,2020,4310.2
Sweden,2021,4261
Sweden,2022,4814.5
Sweden,2010,461.2
Sweden,2011,530.9
Sweden,2012,527.3
Sweden,2013,545.2
Sweden,2014,515.1
Sweden,2015,395.1
Sweden,2016,403.7
Sweden,2017,412.2
Sweden,2018,437.6
Sweden,2019,446.4
Sweden,2020,468
Sweden,2021,496.8
Sweden,2022,476
Sweden,2010,368.3
Sweden,2011,389.8
Sweden,2012,412.8
Sweden,2013,413
Sweden,2014,405
Sweden,2015,376.4
Sweden,2016,391.8
Sweden,2017,398.1
Sweden,2018,429
Sweden,2019,484.8
Sweden,2020,497.2
Sweden,2021,488.6
Sweden,2022,555.5
Sweden,2010,49.2
Sweden,2011,56.2
Sweden,2012,55.4
Sweden,2013,56.8
Sweden,2014,53.1
Sweden,2015,40.3
Sweden,2016,40.7
Sweden,2017,41
Sweden,2018,43
Sweden,2019,43.4
Sweden,2020,45.2
Sweden,2021,47.7
Sweden,2022,45.5
Sweden,2010,39.3
Sweden,2011,41.3
Sweden,2012,43.4
Sweden,2013,43
Sweden,2014,41.8
Sweden,2015,38.4
Sweden,2016,39.5
Sweden,2017,39.6
Sweden,2018,42.2
Sweden,2019,47.2
Sweden,2020,48
Sweden,2021,46.9
Sweden,2022,53.2
Sweden,2010,9.2
Sweden,2011,9.4
Sweden,2012,9.9
Sweden,2013,9.8
Sweden,2014,9.3
Sweden,2015,8.2
Sweden,2016,8.2
Sweden,2017,8.1
Sweden,2018,8
Sweden,2019,8.4
Sweden,2020,8.2
Sweden,2021,7.9
Sweden,2022,8.3
Switzerland,2010,484.8
Switzerland,2011,487
Switzerland,2012,494
Switzerland,2013,513
Switzerland,2014,476
Switzerland,2015,503
Switzerland,2016,497
Switzerland,2017,507
Switzerland,2018,521
Switzerland,2019,527
Switzerland,2020,486
Switzerland,2021,457
Switzerland,2022,593
Switzerland,2010,464.8
Switzerland,2011,548.4
Switzerland,2012,526.8
Switzerland,2013,553.5
Switzerland,2014,519.6
Switzerland,2015,522.7
Switzerland,2016,504.4
Switzerland,2017,514.9
Switzerland,2018,532.8
Switzerland,2019,530.3
Switzerland,2020,517.6
Switzerland,2021,500.1
Switzerland,2022,621.1
Switzerland,2010,330.6
Switzerland,2011,348.5
Switzerland,2012,364.8
Switzerland,2013,390.9
Switzerland,2014,371.4
Switzerland,2015,407
Switzerland,2016,413.5
Switzerland,2017,426.9
Switzerland,2018,442
Switzerland,2019,458.1
Switzerland,2020,427.9
Switzerland,2021,413
Switzerland,2022,556.3
Switzerland,2010,59.4
Switzerland,2011,69.3
Switzerland,2012,65.9
Switzerland,2013,68.4
Switzerland,2014,63.4
Switzerland,2015,63.1
Switzerland,2016,60.2
Switzerland,2017,60.9
Switzerland,2018,62.6
Switzerland,2019,61.8
Switzerland,2020,59.9
Switzerland,2021,57.5
Switzerland,2022,71.1
Switzerland,2010,42.3
Switzerland,2011,44
Switzerland,2012,45.6
Switzerland,2013,48.3
Switzerland,2014,45.4
Switzerland,2015,49.1
Switzerland,2016,49.4
Switzerland,2017,50.5
Switzerland,2018,51.9
Switzerland,2019,53.4
Switzerland,2020,49.5
Switzerland,2021,47.5
Switzerland,2022,63.7
Switzerland,2010,8.4
Switzerland,2011,8.4
Switzerland,2012,8.3
Switzerland,2013,8.6
Switzerland,2014,8
Switzerland,2015,8.1
Switzerland,2016,7.8
Switzerland,2017,7.8
Switzerland,2018,7.9
Switzerland,2019,7.9
Switzerland,2020,7.1
Switzerland,2021,6.4
Switzerland,2022,7.8
Türkiye,2010,1716.5
Türkiye,2011,1627.9
Türkiye,2012,1382.8
Türkiye,2013,1432
Türkiye,2014,1549.6
Türkiye,2015,1685.7
Türkiye,2016,2002.5
Türkiye,2017,2431.1
Türkiye,2018,3020
Türkiye,2019,3906.6
Türkiye,2020,4172
Türkiye,2021,5267.7
Türkiye,2010,1142.2
Türkiye,2011,971.9
Türkiye,2012,769.9
Türkiye,2013,752.2
Türkiye,2014,708
Türkiye,2015,619.7
Türkiye,2016,663
Türkiye,2017,666.4
Türkiye,2018,625.5
Türkiye,2019,688.5
Türkiye,2020,595.3
Türkiye,2021,595.2
Türkiye,2010,1865
Türkiye,2011,1684.9
Türkiye,2012,1355.9
Türkiye,2013,1337.9
Türkiye,2014,1403
Türkiye,2015,1450.1
Türkiye,2016,1613.5
Türkiye,2017,1756.6
Türkiye,2018,1849.8
Türkiye,2019,2095.8
Türkiye,2020,1927.7
Türkiye,2021,1876.1
Türkiye,2010,15.6
Türkiye,2011,13.1
Türkiye,2012,10.2
Türkiye,2013,9.9
Türkiye,2014,9.2
Türkiye,2015,7.9
Türkiye,2016,8.4
Türkiye,2017,8.3
Türkiye,2018,7.7
Türkiye,2019,8.3
Türkiye,2020,7.1
Türkiye,2021,7.1
Türkiye,2010,25.5
Türkiye,2011,22.7
Türkiye,2012,18
Türkiye,2013,17.6
Türkiye,2014,18.2
Türkiye,2015,18.5
Türkiye,2016,20.4
Türkiye,2017,21.9
Türkiye,2018,22.7
Türkiye,2019,25.4
Türkiye,2020,23.1
Türkiye,2021,22.3
Türkiye,2010,11
Türkiye,2011,11.5
Türkiye,2012,10.2
Türkiye,2013,10
Türkiye,2014,9.9
Türkiye,2015,9.2
Türkiye,2016,9.1
Türkiye,2017,9.6
Türkiye,2018,9.4
Türkiye,2019,9.3
Türkiye,2020,8.3
Türkiye,2021,8.1
United Kingdom,2012,1440.3
United Kingdom,2013,1526.5
United Kingdom,2014,1581.1
United Kingdom,2015,1618.9
United Kingdom,2016,1653
United Kingdom,2017,1666.1
United Kingdom,2018,1630.1
United Kingdom,2012,2275.2
United Kingdom,2013,2386.4
United Kingdom,2014,2601.6
United Kingdom,2015,2473.3
United Kingdom,2016,2231.9
United Kingdom,2017,2144.3
United Kingdom,2018,2174.8
United Kingdom,2012,2052.8
United Kingdom,2013,2195.6
United Kingdom,2014,2263.7
United Kingdom,2015,2337.6
United Kingdom,2016,2400.5
United Kingdom,2017,2433.7
United Kingdom,2018,2370.3
United Kingdom,2012,35.7
United Kingdom,2013,37.2
United Kingdom,2014,40.3
United Kingdom,2015,38
United Kingdom,2016,34
United Kingdom,2017,32.5
United Kingdom,2018,32.7
United Kingdom,2012,32.2
United Kingdom,2013,34.3
United Kingdom,2014,35
United Kingdom,2015,35.9
United Kingdom,2016,36.6
United Kingdom,2017,36.9
United Kingdom,2018,35.7
United Kingdom,2012,10.5
United Kingdom,2013,10.5
United Kingdom,2014,9.9
United Kingdom,2015,9.2
United Kingdom,2016,8.9
United Kingdom,2017,8.5
United Kingdom,2018,8
Chile,2010,108206.7
Chile,2011,124669.7
Chile,2012,133945.9
Chile,2013,140586
Chile,2014,153706.6
Chile,2015,175733
Chile,2016,190353.2
Chile,2017,200656.9
Chile,2018,207557.3
Chile,2019,206047.5
Chile,2020,163545.5
Chile,2021,181298.3
Chile,2022,237300
Chile,2010,212.1
Chile,2011,257.8
Chile,2012,275.3
Chile,2013,283.9
Chile,2014,269.5
Chile,2015,268.7
Chile,2016,281.2
Chile,2017,309.3
Chile,2018,323.7
Chile,2019,293.1
Chile,2020,206.3
Chile,2021,238.9
Chile,2022,271.7
Chile,2010,300.7
Chile,2011,358.2
Chile,2012,385.8
Chile,2013,402
Chile,2014,418.6
Chile,2015,449.2
Chile,2016,479.2
Chile,2017,504.6
Chile,2018,523.8
Chile,2019,513
Chile,2020,390.8
Chile,2021,416.6
Chile,2022,542.3
Chile,2010,12.4
Chile,2011,14.9
Chile,2012,15.8
Chile,2013,16.1
Chile,2014,15.2
Chile,2015,14.9
Chile,2016,15.5
Chile,2017,16.8
Chile,2018,17.3
Chile,2019,15.3
Chile,2020,10.6
Chile,2021,12.1
Chile,2022,13.7
Chile,2010,17.6
Chile,2011,20.8
Chile,2012,22.1
Chile,2013,22.8
Chile,2014,23.5
Chile,2015,25
Chile,2016,26.4
Chile,2017,27.4
Chile,2018,27.9
Chile,2019,26.9
Chile,2020,20.1
Chile,2021,21.2
Chile,2022,27.4
Chile,2010,13.1
Chile,2011,10.6
Chile,2012,10.7
Chile,2013,9.7
Chile,2014,9.9
Chile,2015,9.6
Chile,2016,9.4
Chile,2017,9.7
Chile,2018,9
Chile,2019,8.2
Chile,2020,6.1
Chile,2021,6.4
Chile,2022,8.4
Estonia,2010,14.5
Estonia,2011,15.1
Estonia,2012,16.7
Estonia,2013,18.6
Estonia,2014,19.7
Estonia,2015,20.4
Estonia,2016,21.3
Estonia,2017,22.1
Estonia,2018,24.1
Estonia,2019,24.6
Estonia,2020,24.2
Estonia,2021,26.1
Estonia,2022,32.5
Estonia,2010,19.2
Estonia,2011,21
Estonia,2012,21.4
Estonia,2013,24.8
Estonia,2014,26.2
Estonia,2015,22.6
Estonia,2016,23.6
Estonia,2017,25
Estonia,2018,28.5
Estonia,2019,27.6
Estonia,2020,27.6
Estonia,2021,30.9
Estonia,2022,34.2
Estonia,2010,28.2
Estonia,2011,29.5
Estonia,2012,32
Estonia,2013,35.7
Estonia,2014,37.5
Estonia,2015,37.9
Estonia,2016,40.4
Estonia,2017,41.3
Estonia,2018,44.7
Estonia,2019,45.9
Estonia,2020,46.1
Estonia,2021,48
Estonia,2022,57
Estonia,2010,14.4
Estonia,2011,15.8
Estonia,2012,16.2
Estonia,2013,18.8
Estonia,2014,20
Estonia,2015,17.2
Estonia,2016,17.9
Estonia,2017,18.9
Estonia,2018,21.5
Estonia,2019,20.8
Estonia,2020,20.8
Estonia,2021,23.2
Estonia,2022,25.7
Estonia,2010,21.2
Estonia,2011,22.2
Estonia,2012,24.2
Estonia,2013,27.1
Estonia,2014,28.5
Estonia,2015,28.8
Estonia,2016,30.7
Estonia,2017,31.4
Estonia,2018,33.8
Estonia,2019,34.6
Estonia,2020,34.7
Estonia,2021,36.1
Estonia,2022,42.8
Estonia,2010,7.5
Estonia,2011,7.4
Estonia,2012,7.5
Estonia,2013,8.1
Estonia,2014,7.9
Estonia,2015,7.7
Estonia,2016,7.4
Estonia,2017,7.3
Estonia,2018,7.4
Estonia,2019,7.2
Estonia,2020,6.7
Estonia,2021,6.4
Estonia,2022,7.5
Slovenia,2010,29.3
Slovenia,2011,29.2
Slovenia,2012,28.2
Slovenia,2013,27.2
Slovenia,2014,26.6
Slovenia,2015,26.4
Slovenia,2016,27.2
Slovenia,2017,25.6
Slovenia,2018,24.1
Slovenia,2019,25.6
Slovenia,2020,27.7
Slovenia,2021,36.2
Slovenia,2022,40.5
Slovenia,2010,38.8
Slovenia,2011,40.6
Slovenia,2012,36.2
Slovenia,2013,36.2
Slovenia,2014,35.4
Slovenia,2015,29.3
Slovenia,2016,30.1
Slovenia,2017,28.9
Slovenia,2018,28.4
Slovenia,2019,28.7
Slovenia,2020,31.6
Slovenia,2021,42.9
Slovenia,2022,42.6
Slovenia,2010,45.9
Slovenia,2011,46.8
Slovenia,2012,46.5
Slovenia,2013,46.1
Slovenia,2014,45.1
Slovenia,2015,44.4
Slovenia,2016,47.1
Slovenia,2017,44.8
Slovenia,2018,42.4
Slovenia,2019,46.4
Slovenia,2020,50.6
Slovenia,2021,64.4
Slovenia,2022,73.3
Slovenia,2010,18.9
Slovenia,2011,19.8
Slovenia,2012,17.6
Slovenia,2013,17.6
Slovenia,2014,17.2
Slovenia,2015,14.2
Slovenia,2016,14.6
Slovenia,2017,14
Slovenia,2018,13.7
Slovenia,2019,13.7
Slovenia,2020,15
Slovenia,2021,20.3
Slovenia,2022,20.2
Slovenia,2010,22.4
Slovenia,2011,22.8
Slovenia,2012,22.6
Slovenia,2013,22.4
Slovenia,2014,21.9
Slovenia,2015,21.5
Slovenia,2016,22.8
Slovenia,2017,21.7
Slovenia,2018,20.5
Slovenia,2019,22.2
Slovenia,2020,24.1
Slovenia,2021,30.5
Slovenia,2022,34.8
Slovenia,2010,6.2
Slovenia,2011,6.2
Slovenia,2012,6.2
Slovenia,2013,6
Slovenia,2014,6.2
Slovenia,2015,5.9
Slovenia,2016,5.8
Slovenia,2017,5.3
Slovenia,2018,4.7
Slovenia,2019,4.7
Slovenia,2020,4.9
Slovenia,2021,5.9
Slovenia,2022,6
Australia,2010,542
Australia,2011,562
Australia,2012,586
Australia,2013,617
Australia,2014,634
Australia,2015,618
Australia,2016,629
Australia,2017,650
Australia,2018,633
Australia,2019,668
Australia,2020,743
Australia,2021,746
Australia,2010,497.2
Australia,2011,579.7
Australia,2012,606.8
Australia,2013,595.7
Australia,2014,571.5
Australia,2015,464.3
Australia,2016,467.6
Australia,2017,498.2
Australia,2018,472.9
Australia,2019,464.4
Australia,2020,511.3
Australia,2021,560.4
Australia,2010,360.5
Australia,2011,371.9
Australia,2012,380.5
Australia,2013,426.4
Australia,2014,436.5
Australia,2015,419.4
Australia,2016,433.7
Australia,2017,439.9
Australia,2018,430.5
Australia,2019,451.4
Australia,2020,511
